,Player 1,Player 2,Number of Rounds,Game Type,Player 1 Score,Player 2 Score
6660,Win stay lose shift,Never forgive,5,Beta = 0.9,15,15
6661,Win stay lose shift,Never forgive,19,Beta = 0.95,57,57
6662,Win stay lose shift,Never forgive,25,Beta = 0.99,75,75
6663,Win stay lose shift,Never forgive,5,Beta = 0.9,15,15
6664,Win stay lose shift,Never forgive,16,Beta = 0.95,48,48
6665,Win stay lose shift,Never forgive,36,Beta = 0.99,108,108
6666,Win stay lose shift,Never forgive,3,Beta = 0.9,9,9
6667,Win stay lose shift,Never forgive,13,Beta = 0.95,39,39
6668,Win stay lose shift,Never forgive,242,Beta = 0.99,726,726
6669,Win stay lose shift,Never forgive,1,Beta = 0.9,3,3
6670,Win stay lose shift,Never forgive,68,Beta = 0.95,204,204
6671,Win stay lose shift,Never forgive,22,Beta = 0.99,66,66
6672,Win stay lose shift,Never forgive,2,Beta = 0.9,6,6
6673,Win stay lose shift,Never forgive,56,Beta = 0.95,168,168
6674,Win stay lose shift,Never forgive,91,Beta = 0.99,273,273
6675,Win stay lose shift,Never forgive,3,Beta = 0.9,9,9
6676,Win stay lose shift,Never forgive,7,Beta = 0.95,21,21
6677,Win stay lose shift,Never forgive,229,Beta = 0.99,687,687
6678,Win stay lose shift,Never forgive,3,Beta = 0.9,9,9
6679,Win stay lose shift,Never forgive,2,Beta = 0.95,6,6
6680,Win stay lose shift,Never forgive,86,Beta = 0.99,258,258
6681,Win stay lose shift,Never forgive,3,Beta = 0.9,9,9
6682,Win stay lose shift,Never forgive,1,Beta = 0.95,3,3
6683,Win stay lose shift,Never forgive,86,Beta = 0.99,258,258
6684,Win stay lose shift,Never forgive,3,Beta = 0.9,9,9
6685,Win stay lose shift,Never forgive,25,Beta = 0.95,75,75
6686,Win stay lose shift,Never forgive,154,Beta = 0.99,462,462
6687,Win stay lose shift,Never forgive,1,Beta = 0.9,3,3
6688,Win stay lose shift,Never forgive,1,Beta = 0.95,3,3
6689,Win stay lose shift,Never forgive,54,Beta = 0.99,162,162
6690,Win stay lose shift,Never forgive,1,Beta = 0.9,3,3
6691,Win stay lose shift,Never forgive,13,Beta = 0.95,39,39
6692,Win stay lose shift,Never forgive,24,Beta = 0.99,72,72
6693,Win stay lose shift,Never forgive,1,Beta = 0.9,3,3
6694,Win stay lose shift,Never forgive,82,Beta = 0.95,246,246
6695,Win stay lose shift,Never forgive,114,Beta = 0.99,342,342
6696,Never forgive,Two tits for a tat,5,5 rounds,15,15
6697,Never forgive,Two tits for a tat,100,100 rounds,300,300
6698,Never forgive,Two tits for a tat,200,200 rounds,600,600
6699,Never forgive,Two tits for a tat,6,Beta = 0.9,18,18
6700,Never forgive,Two tits for a tat,3,Beta = 0.95,9,9
6701,Never forgive,Two tits for a tat,21,Beta = 0.99,63,63
6702,Never forgive,Two tits for a tat,3,Beta = 0.9,9,9
6703,Never forgive,Two tits for a tat,3,Beta = 0.95,9,9
6704,Never forgive,Two tits for a tat,40,Beta = 0.99,120,120
6705,Never forgive,Two tits for a tat,1,Beta = 0.9,3,3
6706,Never forgive,Two tits for a tat,22,Beta = 0.95,66,66
6707,Never forgive,Two tits for a tat,122,Beta = 0.99,366,366
6708,Never forgive,Two tits for a tat,2,Beta = 0.9,6,6
6709,Never forgive,Two tits for a tat,7,Beta = 0.95,21,21
6710,Never forgive,Two tits for a tat,1,Beta = 0.99,3,3
6711,Never forgive,Two tits for a tat,2,Beta = 0.9,6,6
6712,Never forgive,Two tits for a tat,30,Beta = 0.95,90,90
6713,Never forgive,Two tits for a tat,229,Beta = 0.99,687,687
6714,Never forgive,Two tits for a tat,10,Beta = 0.9,30,30
6715,Never forgive,Two tits for a tat,11,Beta = 0.95,33,33
6716,Never forgive,Two tits for a tat,28,Beta = 0.99,84,84
6717,Never forgive,Two tits for a tat,3,Beta = 0.9,9,9
6718,Never forgive,Two tits for a tat,35,Beta = 0.95,105,105
6719,Never forgive,Two tits for a tat,117,Beta = 0.99,351,351
6720,Never forgive,Two tits for a tat,9,Beta = 0.9,27,27
6721,Never forgive,Two tits for a tat,48,Beta = 0.95,144,144
6722,Never forgive,Two tits for a tat,207,Beta = 0.99,621,621
6723,Never forgive,Two tits for a tat,1,Beta = 0.9,3,3
6724,Never forgive,Two tits for a tat,22,Beta = 0.95,66,66
6725,Never forgive,Two tits for a tat,176,Beta = 0.99,528,528
6726,Never forgive,Two tits for a tat,1,Beta = 0.9,3,3
6727,Never forgive,Two tits for a tat,5,Beta = 0.95,15,15
6728,Never forgive,Two tits for a tat,12,Beta = 0.99,36,36
6729,Never forgive,Two tits for a tat,1,Beta = 0.9,3,3
6730,Never forgive,Two tits for a tat,11,Beta = 0.95,33,33
6731,Never forgive,Two tits for a tat,90,Beta = 0.99,270,270
6732,Never forgive,Two tits for a tat,1,Beta = 0.9,3,3
6733,Never forgive,Two tits for a tat,5,Beta = 0.95,15,15
6734,Never forgive,Two tits for a tat,52,Beta = 0.99,156,156
6735,Never forgive,Two tits for a tat,1,Beta = 0.9,3,3
6736,Never forgive,Two tits for a tat,11,Beta = 0.95,33,33
6737,Never forgive,Two tits for a tat,140,Beta = 0.99,420,420
6738,Never forgive,Two tits for a tat,5,Beta = 0.9,15,15
6739,Never forgive,Two tits for a tat,23,Beta = 0.95,69,69
6740,Never forgive,Two tits for a tat,86,Beta = 0.99,258,258
6741,Never forgive,Two tits for a tat,11,Beta = 0.9,33,33
6742,Never forgive,Two tits for a tat,26,Beta = 0.95,78,78
6743,Never forgive,Two tits for a tat,306,Beta = 0.99,918,918
6744,Never forgive,Two tits for a tat,7,Beta = 0.9,21,21
6745,Never forgive,Two tits for a tat,7,Beta = 0.95,21,21
6746,Never forgive,Two tits for a tat,95,Beta = 0.99,285,285
6747,Never forgive,Two tits for a tat,4,Beta = 0.9,12,12
6748,Never forgive,Two tits for a tat,4,Beta = 0.95,12,12
6749,Never forgive,Two tits for a tat,48,Beta = 0.99,144,144
6750,Never forgive,Two tits for a tat,1,Beta = 0.9,3,3
6751,Never forgive,Two tits for a tat,1,Beta = 0.95,3,3
6752,Never forgive,Two tits for a tat,23,Beta = 0.99,69,69
6753,Never forgive,Two tits for a tat,3,Beta = 0.9,9,9
6754,Never forgive,Two tits for a tat,36,Beta = 0.95,108,108
6755,Never forgive,Two tits for a tat,46,Beta = 0.99,138,138
6756,Never forgive,Two tits for a tat,1,Beta = 0.9,3,3
6757,Never forgive,Two tits for a tat,10,Beta = 0.95,30,30
6758,Never forgive,Two tits for a tat,105,Beta = 0.99,315,315
6759,Never forgive,Two tits for a tat,8,Beta = 0.9,24,24
6760,Never forgive,Two tits for a tat,26,Beta = 0.95,78,78
6761,Never forgive,Two tits for a tat,103,Beta = 0.99,309,309
6762,Never forgive,Two tits for a tat,2,Beta = 0.9,6,6
6763,Never forgive,Two tits for a tat,25,Beta = 0.95,75,75
6764,Never forgive,Two tits for a tat,24,Beta = 0.99,72,72
6765,Never forgive,Two tits for a tat,4,Beta = 0.9,12,12
6766,Never forgive,Two tits for a tat,8,Beta = 0.95,24,24
6767,Never forgive,Two tits for a tat,85,Beta = 0.99,255,255
6768,Never forgive,Two tits for a tat,2,Beta = 0.9,6,6
6769,Never forgive,Two tits for a tat,12,Beta = 0.95,36,36
6770,Never forgive,Two tits for a tat,140,Beta = 0.99,420,420
6771,Never forgive,Two tits for a tat,2,Beta = 0.9,6,6
6772,Never forgive,Two tits for a tat,42,Beta = 0.95,126,126
6773,Never forgive,Two tits for a tat,19,Beta = 0.99,57,57
6774,Never forgive,Two tits for a tat,1,Beta = 0.9,3,3
6775,Never forgive,Two tits for a tat,19,Beta = 0.95,57,57
6776,Never forgive,Two tits for a tat,513,Beta = 0.99,1539,1539
6777,Never forgive,Two tits for a tat,8,Beta = 0.9,24,24
6778,Never forgive,Two tits for a tat,27,Beta = 0.95,81,81
6779,Never forgive,Two tits for a tat,74,Beta = 0.99,222,222
6780,Never forgive,Two tits for a tat,1,Beta = 0.9,3,3
6781,Never forgive,Two tits for a tat,16,Beta = 0.95,48,48
6782,Never forgive,Two tits for a tat,94,Beta = 0.99,282,282
6783,Never forgive,Two tits for a tat,6,Beta = 0.9,18,18
6784,Never forgive,Two tits for a tat,5,Beta = 0.95,15,15
6785,Never forgive,Two tits for a tat,202,Beta = 0.99,606,606
6786,Never forgive,Two tits for a tat,2,Beta = 0.9,6,6
6787,Never forgive,Two tits for a tat,6,Beta = 0.95,18,18
6788,Never forgive,Two tits for a tat,68,Beta = 0.99,204,204
6789,Never forgive,Always defect,5,5 rounds,9,13
6790,Never forgive,Always defect,100,100 rounds,199,203
6791,Never forgive,Always defect,200,200 rounds,399,403
6792,Never forgive,Always defect,8,Beta = 0.9,15,19
6793,Never forgive,Always defect,36,Beta = 0.95,71,75
6794,Never forgive,Always defect,168,Beta = 0.99,335,339
6795,Never forgive,Always defect,1,Beta = 0.9,1,5
6796,Never forgive,Always defect,48,Beta = 0.95,95,99
6797,Never forgive,Always defect,37,Beta = 0.99,73,77
6798,Never forgive,Always defect,7,Beta = 0.9,13,17
6799,Never forgive,Always defect,2,Beta = 0.95,3,7
6800,Never forgive,Always defect,108,Beta = 0.99,215,219
6801,Never forgive,Always defect,3,Beta = 0.9,5,9
6802,Never forgive,Always defect,9,Beta = 0.95,17,21
6803,Never forgive,Always defect,59,Beta = 0.99,117,121
6804,Never forgive,Always defect,1,Beta = 0.9,1,5
6805,Never forgive,Always defect,16,Beta = 0.95,31,35
6806,Never forgive,Always defect,81,Beta = 0.99,161,165
6807,Never forgive,Always defect,2,Beta = 0.9,3,7
6808,Never forgive,Always defect,7,Beta = 0.95,13,17
6809,Never forgive,Always defect,59,Beta = 0.99,117,121
6810,Never forgive,Always defect,3,Beta = 0.9,5,9
6811,Never forgive,Always defect,5,Beta = 0.95,9,13
6812,Never forgive,Always defect,21,Beta = 0.99,41,45
6813,Never forgive,Always defect,1,Beta = 0.9,1,5
6814,Never forgive,Always defect,1,Beta = 0.95,1,5
6815,Never forgive,Always defect,183,Beta = 0.99,365,369
6816,Never forgive,Always defect,2,Beta = 0.9,3,7
6817,Never forgive,Always defect,19,Beta = 0.95,37,41
6818,Never forgive,Always defect,29,Beta = 0.99,57,61
6819,Never forgive,Always defect,1,Beta = 0.9,1,5
6820,Never forgive,Always defect,1,Beta = 0.95,1,5
6821,Never forgive,Always defect,132,Beta = 0.99,263,267
6822,Never forgive,Always defect,7,Beta = 0.9,13,17
6823,Never forgive,Always defect,12,Beta = 0.95,23,27
6824,Never forgive,Always defect,97,Beta = 0.99,193,197
6825,Never forgive,Always defect,5,Beta = 0.9,9,13
6826,Never forgive,Always defect,10,Beta = 0.95,19,23
6827,Never forgive,Always defect,101,Beta = 0.99,201,205
6828,Never forgive,Always defect,5,Beta = 0.9,9,13
6829,Never forgive,Always defect,16,Beta = 0.95,31,35
6830,Never forgive,Always defect,49,Beta = 0.99,97,101
6831,Never forgive,Always defect,1,Beta = 0.9,1,5
6832,Never forgive,Always defect,20,Beta = 0.95,39,43
6833,Never forgive,Always defect,216,Beta = 0.99,431,435
6834,Never forgive,Always defect,4,Beta = 0.9,7,11
6835,Never forgive,Always defect,6,Beta = 0.95,11,15
6836,Never forgive,Always defect,326,Beta = 0.99,651,655
6837,Never forgive,Always defect,8,Beta = 0.9,15,19
6838,Never forgive,Always defect,37,Beta = 0.95,73,77
6839,Never forgive,Always defect,271,Beta = 0.99,541,545
6840,Never forgive,Always defect,1,Beta = 0.9,1,5
6841,Never forgive,Always defect,45,Beta = 0.95,89,93
6842,Never forgive,Always defect,5,Beta = 0.99,9,13
6843,Never forgive,Always defect,2,Beta = 0.9,3,7
6844,Never forgive,Always defect,3,Beta = 0.95,5,9
6845,Never forgive,Always defect,9,Beta = 0.99,17,21
6846,Never forgive,Always defect,2,Beta = 0.9,3,7
6847,Never forgive,Always defect,1,Beta = 0.95,1,5
6848,Never forgive,Always defect,105,Beta = 0.99,209,213
6849,Never forgive,Always defect,5,Beta = 0.9,9,13
6850,Never forgive,Always defect,57,Beta = 0.95,113,117
6851,Never forgive,Always defect,62,Beta = 0.99,123,127
6852,Never forgive,Always defect,1,Beta = 0.9,1,5
6853,Never forgive,Always defect,2,Beta = 0.95,3,7
6854,Never forgive,Always defect,92,Beta = 0.99,183,187
6855,Never forgive,Always defect,6,Beta = 0.9,11,15
6856,Never forgive,Always defect,25,Beta = 0.95,49,53
6857,Never forgive,Always defect,41,Beta = 0.99,81,85
6858,Never forgive,Always defect,9,Beta = 0.9,17,21
6859,Never forgive,Always defect,17,Beta = 0.95,33,37
6860,Never forgive,Always defect,376,Beta = 0.99,751,755
6861,Never forgive,Always defect,3,Beta = 0.9,5,9
6862,Never forgive,Always defect,10,Beta = 0.95,19,23
6863,Never forgive,Always defect,146,Beta = 0.99,291,295
6864,Never forgive,Always defect,2,Beta = 0.9,3,7
6865,Never forgive,Always defect,45,Beta = 0.95,89,93
6866,Never forgive,Always defect,29,Beta = 0.99,57,61
6867,Never forgive,Always defect,2,Beta = 0.9,3,7
6868,Never forgive,Always defect,9,Beta = 0.95,17,21
6869,Never forgive,Always defect,147,Beta = 0.99,293,297
6870,Never forgive,Always defect,2,Beta = 0.9,3,7
6871,Never forgive,Always defect,9,Beta = 0.95,17,21
6872,Never forgive,Always defect,20,Beta = 0.99,39,43
6873,Never forgive,Always defect,3,Beta = 0.9,5,9
6874,Never forgive,Always defect,71,Beta = 0.95,141,145
6875,Never forgive,Always defect,252,Beta = 0.99,503,507
6876,Never forgive,Always defect,6,Beta = 0.9,11,15
6877,Never forgive,Always defect,5,Beta = 0.95,9,13
6878,Never forgive,Always defect,199,Beta = 0.99,397,401
6879,Never forgive,Always defect,11,Beta = 0.9,21,25
6880,Never forgive,Always defect,10,Beta = 0.95,19,23
6881,Never forgive,Always defect,26,Beta = 0.99,51,55
6882,Never forgive,Random,5,5 rounds,13,13
6883,Never forgive,Random,100,100 rounds,347,155
6884,Never forgive,Random,200,200 rounds,680,312
6885,Never forgive,Random,1,Beta = 0.9,3,3
6886,Never forgive,Random,56,Beta = 0.95,198,86
6887,Never forgive,Random,191,Beta = 0.99,726,270
6888,Never forgive,Random,1,Beta = 0.9,1,5
6889,Never forgive,Random,6,Beta = 0.95,22,14
6890,Never forgive,Random,342,Beta = 0.99,1148,532
6891,Never forgive,Random,1,Beta = 0.9,3,3
6892,Never forgive,Random,2,Beta = 0.95,6,6
6893,Never forgive,Random,70,Beta = 0.99,246,110
6894,Never forgive,Random,8,Beta = 0.9,18,18
6895,Never forgive,Random,24,Beta = 0.95,83,39
6896,Never forgive,Random,112,Beta = 0.99,388,176
6897,Never forgive,Random,1,Beta = 0.9,1,5
6898,Never forgive,Random,34,Beta = 0.95,106,58
6899,Never forgive,Random,15,Beta = 0.99,47,27
6900,Never forgive,Random,11,Beta = 0.9,36,20
6901,Never forgive,Random,6,Beta = 0.95,15,15
6902,Never forgive,Random,130,Beta = 0.99,472,192
6903,Never forgive,Random,2,Beta = 0.9,3,7
6904,Never forgive,Random,2,Beta = 0.95,4,8
6905,Never forgive,Random,162,Beta = 0.99,573,245
6906,Never forgive,Random,1,Beta = 0.9,3,3
6907,Never forgive,Random,2,Beta = 0.95,4,8
6908,Never forgive,Random,60,Beta = 0.99,212,92
6909,Never forgive,Random,1,Beta = 0.9,1,5
6910,Never forgive,Random,10,Beta = 0.95,41,17
6911,Never forgive,Random,97,Beta = 0.99,328,152
6912,Never forgive,Random,2,Beta = 0.9,3,7
6913,Never forgive,Random,10,Beta = 0.95,29,21
6914,Never forgive,Random,96,Beta = 0.99,317,153
6915,Never forgive,Random,2,Beta = 0.9,4,8
6916,Never forgive,Random,19,Beta = 0.95,66,34
6917,Never forgive,Random,30,Beta = 0.99,102,50
6918,Never forgive,Random,1,Beta = 0.9,3,3
6919,Never forgive,Random,7,Beta = 0.95,22,14
6920,Never forgive,Random,29,Beta = 0.99,92,52
6921,Never forgive,Random,2,Beta = 0.9,6,6
6922,Never forgive,Random,47,Beta = 0.95,153,77
6923,Never forgive,Random,87,Beta = 0.99,304,136
6924,Never forgive,Random,3,Beta = 0.9,11,7
6925,Never forgive,Random,24,Beta = 0.95,89,37
6926,Never forgive,Random,95,Beta = 0.99,336,144
6927,Never forgive,Random,7,Beta = 0.9,13,17
6928,Never forgive,Random,89,Beta = 0.95,301,141
6929,Never forgive,Random,47,Beta = 0.99,158,82
6930,Never forgive,Random,3,Beta = 0.9,8,8
6931,Never forgive,Random,2,Beta = 0.95,3,7
6932,Never forgive,Random,26,Beta = 0.99,91,43
6933,Never forgive,Random,7,Beta = 0.9,25,13
6934,Never forgive,Random,37,Beta = 0.95,128,60
6935,Never forgive,Random,69,Beta = 0.99,244,108
6936,Never forgive,Random,6,Beta = 0.9,17,17
6937,Never forgive,Random,10,Beta = 0.95,31,23
6938,Never forgive,Random,204,Beta = 0.99,708,312
6939,Never forgive,Random,7,Beta = 0.9,22,14
6940,Never forgive,Random,23,Beta = 0.95,90,38
6941,Never forgive,Random,21,Beta = 0.99,80,32
6942,Never forgive,Random,15,Beta = 0.9,38,30
6943,Never forgive,Random,13,Beta = 0.95,41,25
6944,Never forgive,Random,56,Beta = 0.99,213,81
6945,Never forgive,Random,6,Beta = 0.9,17,13
6946,Never forgive,Random,24,Beta = 0.95,87,39
6947,Never forgive,Random,47,Beta = 0.99,175,75
6948,Never forgive,Random,7,Beta = 0.9,22,14
6949,Never forgive,Random,19,Beta = 0.95,58,34
6950,Never forgive,Random,39,Beta = 0.99,138,62
6951,Never forgive,Random,1,Beta = 0.9,3,3
6952,Never forgive,Random,9,Beta = 0.95,29,17
6953,Never forgive,Random,128,Beta = 0.99,430,202
6954,Never forgive,Random,1,Beta = 0.9,3,3
6955,Never forgive,Random,9,Beta = 0.95,23,19
6956,Never forgive,Random,156,Beta = 0.99,555,235
6957,Never forgive,Random,7,Beta = 0.9,24,16
6958,Never forgive,Random,9,Beta = 0.95,32,16
6959,Never forgive,Random,61,Beta = 0.99,232,92
6960,Never forgive,Random,1,Beta = 0.9,1,5
6961,Never forgive,Random,6,Beta = 0.95,21,13
6962,Never forgive,Random,279,Beta = 0.99,959,427
6963,Never forgive,Random,4,Beta = 0.9,13,9
6964,Never forgive,Random,42,Beta = 0.95,155,63
6965,Never forgive,Random,53,Beta = 0.99,186,82
6966,Never forgive,Random,3,Beta = 0.9,9,9
6967,Never forgive,Random,36,Beta = 0.95,123,59
6968,Never forgive,Random,64,Beta = 0.99,220,104
6969,Never forgive,Random,5,Beta = 0.9,12,12
6970,Never forgive,Random,10,Beta = 0.95,34,18
6971,Never forgive,Random,11,Beta = 0.99,30,22
6972,Never forgive,Random,5,Beta = 0.9,15,11
6973,Never forgive,Random,73,Beta = 0.95,246,118
6974,Never forgive,Random,158,Beta = 0.99,561,237
6975,Never forgive,Always Cooperate,5,5 rounds,15,15
6976,Never forgive,Always Cooperate,100,100 rounds,300,300
6977,Never forgive,Always Cooperate,200,200 rounds,600,600
6978,Never forgive,Always Cooperate,7,Beta = 0.9,21,21
6979,Never forgive,Always Cooperate,12,Beta = 0.95,36,36
6980,Never forgive,Always Cooperate,16,Beta = 0.99,48,48
6981,Never forgive,Always Cooperate,9,Beta = 0.9,27,27
6982,Never forgive,Always Cooperate,60,Beta = 0.95,180,180
6983,Never forgive,Always Cooperate,255,Beta = 0.99,765,765
6984,Never forgive,Always Cooperate,10,Beta = 0.9,30,30
6985,Never forgive,Always Cooperate,9,Beta = 0.95,27,27
6986,Never forgive,Always Cooperate,48,Beta = 0.99,144,144
6987,Never forgive,Always Cooperate,11,Beta = 0.9,33,33
6988,Never forgive,Always Cooperate,2,Beta = 0.95,6,6
6989,Never forgive,Always Cooperate,100,Beta = 0.99,300,300
6990,Never forgive,Always Cooperate,1,Beta = 0.9,3,3
6991,Never forgive,Always Cooperate,62,Beta = 0.95,186,186
6992,Never forgive,Always Cooperate,29,Beta = 0.99,87,87
6993,Never forgive,Always Cooperate,1,Beta = 0.9,3,3
6994,Never forgive,Always Cooperate,25,Beta = 0.95,75,75
6995,Never forgive,Always Cooperate,202,Beta = 0.99,606,606
6996,Never forgive,Always Cooperate,1,Beta = 0.9,3,3
6997,Never forgive,Always Cooperate,71,Beta = 0.95,213,213
6998,Never forgive,Always Cooperate,33,Beta = 0.99,99,99
6999,Never forgive,Always Cooperate,2,Beta = 0.9,6,6
7000,Never forgive,Always Cooperate,9,Beta = 0.95,27,27
7001,Never forgive,Always Cooperate,12,Beta = 0.99,36,36
7002,Never forgive,Always Cooperate,2,Beta = 0.9,6,6
7003,Never forgive,Always Cooperate,10,Beta = 0.95,30,30
7004,Never forgive,Always Cooperate,115,Beta = 0.99,345,345
7005,Never forgive,Always Cooperate,10,Beta = 0.9,30,30
7006,Never forgive,Always Cooperate,22,Beta = 0.95,66,66
7007,Never forgive,Always Cooperate,20,Beta = 0.99,60,60
7008,Never forgive,Always Cooperate,1,Beta = 0.9,3,3
7009,Never forgive,Always Cooperate,2,Beta = 0.95,6,6
7010,Never forgive,Always Cooperate,403,Beta = 0.99,1209,1209
7011,Never forgive,Always Cooperate,3,Beta = 0.9,9,9
7012,Never forgive,Always Cooperate,9,Beta = 0.95,27,27
7013,Never forgive,Always Cooperate,80,Beta = 0.99,240,240
7014,Never forgive,Always Cooperate,2,Beta = 0.9,6,6
7015,Never forgive,Always Cooperate,11,Beta = 0.95,33,33
7016,Never forgive,Always Cooperate,69,Beta = 0.99,207,207
7017,Never forgive,Always Cooperate,6,Beta = 0.9,18,18
7018,Never forgive,Always Cooperate,14,Beta = 0.95,42,42
7019,Never forgive,Always Cooperate,36,Beta = 0.99,108,108
7020,Never forgive,Always Cooperate,1,Beta = 0.9,3,3
7021,Never forgive,Always Cooperate,29,Beta = 0.95,87,87
7022,Never forgive,Always Cooperate,19,Beta = 0.99,57,57
7023,Never forgive,Always Cooperate,3,Beta = 0.9,9,9
7024,Never forgive,Always Cooperate,9,Beta = 0.95,27,27
7025,Never forgive,Always Cooperate,71,Beta = 0.99,213,213
7026,Never forgive,Always Cooperate,3,Beta = 0.9,9,9
7027,Never forgive,Always Cooperate,24,Beta = 0.95,72,72
7028,Never forgive,Always Cooperate,271,Beta = 0.99,813,813
7029,Never forgive,Always Cooperate,4,Beta = 0.9,12,12
7030,Never forgive,Always Cooperate,3,Beta = 0.95,9,9
7031,Never forgive,Always Cooperate,135,Beta = 0.99,405,405
7032,Never forgive,Always Cooperate,7,Beta = 0.9,21,21
7033,Never forgive,Always Cooperate,16,Beta = 0.95,48,48
7034,Never forgive,Always Cooperate,122,Beta = 0.99,366,366
7035,Never forgive,Always Cooperate,2,Beta = 0.9,6,6
7036,Never forgive,Always Cooperate,4,Beta = 0.95,12,12
7037,Never forgive,Always Cooperate,170,Beta = 0.99,510,510
