,Player 1,Player 2,Number of Rounds,Game Type,Player 1 Score,Player 2 Score
6263,Win stay lose shift,Tit for a tat,15,Beta = 0.99,45,45
6264,Win stay lose shift,Tit for a tat,1,Beta = 0.9,3,3
6265,Win stay lose shift,Tit for a tat,19,Beta = 0.95,57,57
6266,Win stay lose shift,Tit for a tat,181,Beta = 0.99,543,543
6267,Win stay lose shift,Tit for a tat,1,Beta = 0.9,3,3
6268,Win stay lose shift,Tit for a tat,47,Beta = 0.95,141,141
6269,Win stay lose shift,Tit for a tat,44,Beta = 0.99,132,132
6270,Win stay lose shift,Tit for a tat,5,Beta = 0.9,15,15
6271,Win stay lose shift,Tit for a tat,8,Beta = 0.95,24,24
6272,Win stay lose shift,Tit for a tat,14,Beta = 0.99,42,42
6273,Win stay lose shift,Tit for a tat,7,Beta = 0.9,21,21
6274,Win stay lose shift,Tit for a tat,17,Beta = 0.95,51,51
6275,Win stay lose shift,Tit for a tat,28,Beta = 0.99,84,84
6276,Win stay lose shift,Tit for a tat,4,Beta = 0.9,12,12
6277,Win stay lose shift,Tit for a tat,8,Beta = 0.95,24,24
6278,Win stay lose shift,Tit for a tat,326,Beta = 0.99,978,978
6279,Win stay lose shift,Tit for a tat,1,Beta = 0.9,3,3
6280,Win stay lose shift,Tit for a tat,36,Beta = 0.95,108,108
6281,Win stay lose shift,Tit for a tat,104,Beta = 0.99,312,312
6282,Win stay lose shift,Tit for a tat,1,Beta = 0.9,3,3
6283,Win stay lose shift,Tit for a tat,11,Beta = 0.95,33,33
6284,Win stay lose shift,Tit for a tat,109,Beta = 0.99,327,327
6285,Win stay lose shift,Tit for a tat,1,Beta = 0.9,3,3
6286,Win stay lose shift,Tit for a tat,8,Beta = 0.95,24,24
6287,Win stay lose shift,Tit for a tat,71,Beta = 0.99,213,213
6288,Win stay lose shift,Tit for a tat,1,Beta = 0.9,3,3
6289,Win stay lose shift,Tit for a tat,11,Beta = 0.95,33,33
6290,Win stay lose shift,Tit for a tat,42,Beta = 0.99,126,126
6291,Win stay lose shift,Tit for a tat,2,Beta = 0.9,6,6
6292,Win stay lose shift,Tit for a tat,5,Beta = 0.95,15,15
6293,Win stay lose shift,Tit for a tat,235,Beta = 0.99,705,705
6294,Win stay lose shift,Tit for a tat,6,Beta = 0.9,18,18
6295,Win stay lose shift,Tit for a tat,35,Beta = 0.95,105,105
6296,Win stay lose shift,Tit for a tat,82,Beta = 0.99,246,246
6297,Win stay lose shift,Tit for a tat,2,Beta = 0.9,6,6
6298,Win stay lose shift,Tit for a tat,1,Beta = 0.95,3,3
6299,Win stay lose shift,Tit for a tat,163,Beta = 0.99,489,489
6300,Win stay lose shift,Tit for a tat,2,Beta = 0.9,6,6
6301,Win stay lose shift,Tit for a tat,2,Beta = 0.95,6,6
6302,Win stay lose shift,Tit for a tat,19,Beta = 0.99,57,57
6303,Win stay lose shift,Tit for a tat,3,Beta = 0.9,9,9
6304,Win stay lose shift,Tit for a tat,11,Beta = 0.95,33,33
6305,Win stay lose shift,Tit for a tat,11,Beta = 0.99,33,33
6306,Win stay lose shift,Tit for a tat,1,Beta = 0.9,3,3
6307,Win stay lose shift,Tit for a tat,3,Beta = 0.95,9,9
6308,Win stay lose shift,Tit for a tat,90,Beta = 0.99,270,270
6309,Win stay lose shift,Tit for a tat,2,Beta = 0.9,6,6
6310,Win stay lose shift,Tit for a tat,78,Beta = 0.95,234,234
6311,Win stay lose shift,Tit for a tat,416,Beta = 0.99,1248,1248
6312,Win stay lose shift,Tit for a tat,1,Beta = 0.9,3,3
6313,Win stay lose shift,Tit for a tat,38,Beta = 0.95,114,114
6314,Win stay lose shift,Tit for a tat,26,Beta = 0.99,78,78
6315,Win stay lose shift,Tit for a tat,2,Beta = 0.9,6,6
6316,Win stay lose shift,Tit for a tat,4,Beta = 0.95,12,12
6317,Win stay lose shift,Tit for a tat,50,Beta = 0.99,150,150
6318,Win stay lose shift,Tit for a tat,1,Beta = 0.9,3,3
6319,Win stay lose shift,Tit for a tat,32,Beta = 0.95,96,96
6320,Win stay lose shift,Tit for a tat,122,Beta = 0.99,366,366
6321,Win stay lose shift,Tit for a tat,9,Beta = 0.9,27,27
6322,Win stay lose shift,Tit for a tat,4,Beta = 0.95,12,12
6323,Win stay lose shift,Tit for a tat,215,Beta = 0.99,645,645
6324,Win stay lose shift,Tit for two tats,5,5 rounds,15,15
6325,Win stay lose shift,Tit for two tats,100,100 rounds,300,300
6326,Win stay lose shift,Tit for two tats,200,200 rounds,600,600
6327,Win stay lose shift,Tit for two tats,1,Beta = 0.9,3,3
6328,Win stay lose shift,Tit for two tats,3,Beta = 0.95,9,9
6329,Win stay lose shift,Tit for two tats,6,Beta = 0.99,18,18
6330,Win stay lose shift,Tit for two tats,1,Beta = 0.9,3,3
6331,Win stay lose shift,Tit for two tats,22,Beta = 0.95,66,66
6332,Win stay lose shift,Tit for two tats,61,Beta = 0.99,183,183
6333,Win stay lose shift,Tit for two tats,6,Beta = 0.9,18,18
6334,Win stay lose shift,Tit for two tats,23,Beta = 0.95,69,69
6335,Win stay lose shift,Tit for two tats,6,Beta = 0.99,18,18
6336,Win stay lose shift,Tit for two tats,9,Beta = 0.9,27,27
6337,Win stay lose shift,Tit for two tats,8,Beta = 0.95,24,24
6338,Win stay lose shift,Tit for two tats,165,Beta = 0.99,495,495
6339,Win stay lose shift,Tit for two tats,5,Beta = 0.9,15,15
6340,Win stay lose shift,Tit for two tats,22,Beta = 0.95,66,66
6341,Win stay lose shift,Tit for two tats,29,Beta = 0.99,87,87
6342,Win stay lose shift,Tit for two tats,8,Beta = 0.9,24,24
6343,Win stay lose shift,Tit for two tats,4,Beta = 0.95,12,12
6344,Win stay lose shift,Tit for two tats,63,Beta = 0.99,189,189
6345,Win stay lose shift,Tit for two tats,1,Beta = 0.9,3,3
6346,Win stay lose shift,Tit for two tats,39,Beta = 0.95,117,117
6347,Win stay lose shift,Tit for two tats,141,Beta = 0.99,423,423
6348,Win stay lose shift,Tit for two tats,1,Beta = 0.9,3,3
6349,Win stay lose shift,Tit for two tats,28,Beta = 0.95,84,84
6350,Win stay lose shift,Tit for two tats,114,Beta = 0.99,342,342
6351,Win stay lose shift,Tit for two tats,3,Beta = 0.9,9,9
6352,Win stay lose shift,Tit for two tats,12,Beta = 0.95,36,36
6353,Win stay lose shift,Tit for two tats,45,Beta = 0.99,135,135
6354,Win stay lose shift,Tit for two tats,5,Beta = 0.9,15,15
6355,Win stay lose shift,Tit for two tats,12,Beta = 0.95,36,36
6356,Win stay lose shift,Tit for two tats,43,Beta = 0.99,129,129
6357,Win stay lose shift,Tit for two tats,5,Beta = 0.9,15,15
6358,Win stay lose shift,Tit for two tats,41,Beta = 0.95,123,123
6359,Win stay lose shift,Tit for two tats,72,Beta = 0.99,216,216
6360,Win stay lose shift,Tit for two tats,4,Beta = 0.9,12,12
6361,Win stay lose shift,Tit for two tats,4,Beta = 0.95,12,12
6362,Win stay lose shift,Tit for two tats,86,Beta = 0.99,258,258
6363,Win stay lose shift,Tit for two tats,3,Beta = 0.9,9,9
6364,Win stay lose shift,Tit for two tats,5,Beta = 0.95,15,15
6365,Win stay lose shift,Tit for two tats,5,Beta = 0.99,15,15
6366,Win stay lose shift,Tit for two tats,8,Beta = 0.9,24,24
6367,Win stay lose shift,Tit for two tats,10,Beta = 0.95,30,30
6368,Win stay lose shift,Tit for two tats,184,Beta = 0.99,552,552
6369,Win stay lose shift,Tit for two tats,3,Beta = 0.9,9,9
6370,Win stay lose shift,Tit for two tats,18,Beta = 0.95,54,54
6371,Win stay lose shift,Tit for two tats,36,Beta = 0.99,108,108
6372,Win stay lose shift,Tit for two tats,4,Beta = 0.9,12,12
6373,Win stay lose shift,Tit for two tats,22,Beta = 0.95,66,66
6374,Win stay lose shift,Tit for two tats,44,Beta = 0.99,132,132
6375,Win stay lose shift,Tit for two tats,3,Beta = 0.9,9,9
6376,Win stay lose shift,Tit for two tats,36,Beta = 0.95,108,108
6377,Win stay lose shift,Tit for two tats,14,Beta = 0.99,42,42
6378,Win stay lose shift,Tit for two tats,2,Beta = 0.9,6,6
6379,Win stay lose shift,Tit for two tats,21,Beta = 0.95,63,63
6380,Win stay lose shift,Tit for two tats,4,Beta = 0.99,12,12
6381,Win stay lose shift,Tit for two tats,3,Beta = 0.9,9,9
6382,Win stay lose shift,Tit for two tats,17,Beta = 0.95,51,51
6383,Win stay lose shift,Tit for two tats,233,Beta = 0.99,699,699
6384,Win stay lose shift,Tit for two tats,6,Beta = 0.9,18,18
6385,Win stay lose shift,Tit for two tats,13,Beta = 0.95,39,39
6386,Win stay lose shift,Tit for two tats,457,Beta = 0.99,1371,1371
6387,Win stay lose shift,Tit for two tats,12,Beta = 0.9,36,36
6388,Win stay lose shift,Tit for two tats,28,Beta = 0.95,84,84
6389,Win stay lose shift,Tit for two tats,45,Beta = 0.99,135,135
6390,Win stay lose shift,Tit for two tats,3,Beta = 0.9,9,9
6391,Win stay lose shift,Tit for two tats,14,Beta = 0.95,42,42
6392,Win stay lose shift,Tit for two tats,20,Beta = 0.99,60,60
6393,Win stay lose shift,Tit for two tats,2,Beta = 0.9,6,6
6394,Win stay lose shift,Tit for two tats,2,Beta = 0.95,6,6
6395,Win stay lose shift,Tit for two tats,151,Beta = 0.99,453,453
6396,Win stay lose shift,Tit for two tats,6,Beta = 0.9,18,18
6397,Win stay lose shift,Tit for two tats,21,Beta = 0.95,63,63
6398,Win stay lose shift,Tit for two tats,45,Beta = 0.99,135,135
6399,Win stay lose shift,Tit for two tats,1,Beta = 0.9,3,3
6400,Win stay lose shift,Tit for two tats,23,Beta = 0.95,69,69
6401,Win stay lose shift,Tit for two tats,268,Beta = 0.99,804,804
6402,Win stay lose shift,Tit for two tats,1,Beta = 0.9,3,3
6403,Win stay lose shift,Tit for two tats,11,Beta = 0.95,33,33
6404,Win stay lose shift,Tit for two tats,93,Beta = 0.99,279,279
6405,Win stay lose shift,Tit for two tats,5,Beta = 0.9,15,15
6406,Win stay lose shift,Tit for two tats,19,Beta = 0.95,57,57
6407,Win stay lose shift,Tit for two tats,103,Beta = 0.99,309,309
6408,Win stay lose shift,Tit for two tats,7,Beta = 0.9,21,21
6409,Win stay lose shift,Tit for two tats,24,Beta = 0.95,72,72
6410,Win stay lose shift,Tit for two tats,12,Beta = 0.99,36,36
6411,Win stay lose shift,Tit for two tats,1,Beta = 0.9,3,3
6412,Win stay lose shift,Tit for two tats,21,Beta = 0.95,63,63
6413,Win stay lose shift,Tit for two tats,20,Beta = 0.99,60,60
6414,Win stay lose shift,Tit for two tats,2,Beta = 0.9,6,6
6415,Win stay lose shift,Tit for two tats,13,Beta = 0.95,39,39
6416,Win stay lose shift,Tit for two tats,7,Beta = 0.99,21,21
6417,Win stay lose shift,Pavlov strategy,5,5 rounds,15,15
6418,Win stay lose shift,Pavlov strategy,100,100 rounds,300,300
6419,Win stay lose shift,Pavlov strategy,200,200 rounds,600,600
6420,Win stay lose shift,Pavlov strategy,5,Beta = 0.9,15,15
6421,Win stay lose shift,Pavlov strategy,19,Beta = 0.95,57,57
6422,Win stay lose shift,Pavlov strategy,123,Beta = 0.99,369,369
6423,Win stay lose shift,Pavlov strategy,3,Beta = 0.9,9,9
6424,Win stay lose shift,Pavlov strategy,34,Beta = 0.95,102,102
6425,Win stay lose shift,Pavlov strategy,9,Beta = 0.99,27,27
6426,Win stay lose shift,Pavlov strategy,22,Beta = 0.9,66,66
6427,Win stay lose shift,Pavlov strategy,6,Beta = 0.95,18,18
6428,Win stay lose shift,Pavlov strategy,118,Beta = 0.99,354,354
6429,Win stay lose shift,Pavlov strategy,16,Beta = 0.9,48,48
6430,Win stay lose shift,Pavlov strategy,26,Beta = 0.95,78,78
6431,Win stay lose shift,Pavlov strategy,143,Beta = 0.99,429,429
6432,Win stay lose shift,Pavlov strategy,1,Beta = 0.9,3,3
6433,Win stay lose shift,Pavlov strategy,6,Beta = 0.95,18,18
6434,Win stay lose shift,Pavlov strategy,133,Beta = 0.99,399,399
6435,Win stay lose shift,Pavlov strategy,3,Beta = 0.9,9,9
6436,Win stay lose shift,Pavlov strategy,5,Beta = 0.95,15,15
6437,Win stay lose shift,Pavlov strategy,24,Beta = 0.99,72,72
6438,Win stay lose shift,Pavlov strategy,2,Beta = 0.9,6,6
6439,Win stay lose shift,Pavlov strategy,5,Beta = 0.95,15,15
6440,Win stay lose shift,Pavlov strategy,290,Beta = 0.99,870,870
6441,Win stay lose shift,Pavlov strategy,8,Beta = 0.9,24,24
6442,Win stay lose shift,Pavlov strategy,30,Beta = 0.95,90,90
6443,Win stay lose shift,Pavlov strategy,75,Beta = 0.99,225,225
6444,Win stay lose shift,Pavlov strategy,4,Beta = 0.9,12,12
6445,Win stay lose shift,Pavlov strategy,27,Beta = 0.95,81,81
6446,Win stay lose shift,Pavlov strategy,493,Beta = 0.99,1479,1479
6447,Win stay lose shift,Pavlov strategy,4,Beta = 0.9,12,12
6448,Win stay lose shift,Pavlov strategy,57,Beta = 0.95,171,171
6449,Win stay lose shift,Pavlov strategy,25,Beta = 0.99,75,75
6450,Win stay lose shift,Pavlov strategy,1,Beta = 0.9,3,3
6451,Win stay lose shift,Pavlov strategy,1,Beta = 0.95,3,3
6452,Win stay lose shift,Pavlov strategy,23,Beta = 0.99,69,69
6453,Win stay lose shift,Pavlov strategy,7,Beta = 0.9,21,21
6454,Win stay lose shift,Pavlov strategy,25,Beta = 0.95,75,75
6455,Win stay lose shift,Pavlov strategy,5,Beta = 0.99,15,15
6456,Win stay lose shift,Pavlov strategy,1,Beta = 0.9,3,3
6457,Win stay lose shift,Pavlov strategy,12,Beta = 0.95,36,36
6458,Win stay lose shift,Pavlov strategy,96,Beta = 0.99,288,288
6459,Win stay lose shift,Pavlov strategy,1,Beta = 0.9,3,3
6460,Win stay lose shift,Pavlov strategy,22,Beta = 0.95,66,66
6461,Win stay lose shift,Pavlov strategy,42,Beta = 0.99,126,126
6462,Win stay lose shift,Pavlov strategy,5,Beta = 0.9,15,15
6463,Win stay lose shift,Pavlov strategy,7,Beta = 0.95,21,21
6464,Win stay lose shift,Pavlov strategy,133,Beta = 0.99,399,399
6465,Win stay lose shift,Pavlov strategy,8,Beta = 0.9,24,24
6466,Win stay lose shift,Pavlov strategy,12,Beta = 0.95,36,36
6467,Win stay lose shift,Pavlov strategy,104,Beta = 0.99,312,312
6468,Win stay lose shift,Pavlov strategy,1,Beta = 0.9,3,3
6469,Win stay lose shift,Pavlov strategy,17,Beta = 0.95,51,51
6470,Win stay lose shift,Pavlov strategy,13,Beta = 0.99,39,39
6471,Win stay lose shift,Pavlov strategy,5,Beta = 0.9,15,15
6472,Win stay lose shift,Pavlov strategy,4,Beta = 0.95,12,12
6473,Win stay lose shift,Pavlov strategy,53,Beta = 0.99,159,159
6474,Win stay lose shift,Pavlov strategy,4,Beta = 0.9,12,12
6475,Win stay lose shift,Pavlov strategy,34,Beta = 0.95,102,102
6476,Win stay lose shift,Pavlov strategy,5,Beta = 0.99,15,15
6477,Win stay lose shift,Pavlov strategy,9,Beta = 0.9,27,27
6478,Win stay lose shift,Pavlov strategy,9,Beta = 0.95,27,27
6479,Win stay lose shift,Pavlov strategy,177,Beta = 0.99,531,531
6480,Win stay lose shift,Pavlov strategy,4,Beta = 0.9,12,12
6481,Win stay lose shift,Pavlov strategy,16,Beta = 0.95,48,48
6482,Win stay lose shift,Pavlov strategy,15,Beta = 0.99,45,45
6483,Win stay lose shift,Pavlov strategy,1,Beta = 0.9,3,3
6484,Win stay lose shift,Pavlov strategy,33,Beta = 0.95,99,99
6485,Win stay lose shift,Pavlov strategy,89,Beta = 0.99,267,267
6486,Win stay lose shift,Pavlov strategy,7,Beta = 0.9,21,21
6487,Win stay lose shift,Pavlov strategy,17,Beta = 0.95,51,51
6488,Win stay lose shift,Pavlov strategy,19,Beta = 0.99,57,57
6489,Win stay lose shift,Pavlov strategy,1,Beta = 0.9,3,3
6490,Win stay lose shift,Pavlov strategy,22,Beta = 0.95,66,66
6491,Win stay lose shift,Pavlov strategy,217,Beta = 0.99,651,651
6492,Win stay lose shift,Pavlov strategy,3,Beta = 0.9,9,9
6493,Win stay lose shift,Pavlov strategy,27,Beta = 0.95,81,81
6494,Win stay lose shift,Pavlov strategy,127,Beta = 0.99,381,381
6495,Win stay lose shift,Pavlov strategy,5,Beta = 0.9,15,15
6496,Win stay lose shift,Pavlov strategy,5,Beta = 0.95,15,15
6497,Win stay lose shift,Pavlov strategy,86,Beta = 0.99,258,258
6498,Win stay lose shift,Pavlov strategy,8,Beta = 0.9,24,24
6499,Win stay lose shift,Pavlov strategy,15,Beta = 0.95,45,45
6500,Win stay lose shift,Pavlov strategy,167,Beta = 0.99,501,501
6501,Win stay lose shift,Pavlov strategy,1,Beta = 0.9,3,3
6502,Win stay lose shift,Pavlov strategy,48,Beta = 0.95,144,144
6503,Win stay lose shift,Pavlov strategy,276,Beta = 0.99,828,828
6504,Win stay lose shift,Pavlov strategy,6,Beta = 0.9,18,18
6505,Win stay lose shift,Pavlov strategy,9,Beta = 0.95,27,27
6506,Win stay lose shift,Pavlov strategy,260,Beta = 0.99,780,780
6507,Win stay lose shift,Pavlov strategy,1,Beta = 0.9,3,3
6508,Win stay lose shift,Pavlov strategy,15,Beta = 0.95,45,45
6509,Win stay lose shift,Pavlov strategy,1,Beta = 0.99,3,3
6510,Win stay lose shift,Win stay lose shift,5,5 rounds,15,15
6511,Win stay lose shift,Win stay lose shift,100,100 rounds,300,300
6512,Win stay lose shift,Win stay lose shift,200,200 rounds,600,600
6513,Win stay lose shift,Win stay lose shift,1,Beta = 0.9,3,3
6514,Win stay lose shift,Win stay lose shift,30,Beta = 0.95,90,90
6515,Win stay lose shift,Win stay lose shift,169,Beta = 0.99,507,507
6516,Win stay lose shift,Win stay lose shift,1,Beta = 0.9,3,3
6517,Win stay lose shift,Win stay lose shift,13,Beta = 0.95,39,39
6518,Win stay lose shift,Win stay lose shift,2,Beta = 0.99,6,6
6519,Win stay lose shift,Win stay lose shift,2,Beta = 0.9,6,6
6520,Win stay lose shift,Win stay lose shift,17,Beta = 0.95,51,51
6521,Win stay lose shift,Win stay lose shift,97,Beta = 0.99,291,291
6522,Win stay lose shift,Win stay lose shift,4,Beta = 0.9,12,12
6523,Win stay lose shift,Win stay lose shift,13,Beta = 0.95,39,39
6524,Win stay lose shift,Win stay lose shift,17,Beta = 0.99,51,51
6525,Win stay lose shift,Win stay lose shift,4,Beta = 0.9,12,12
6526,Win stay lose shift,Win stay lose shift,2,Beta = 0.95,6,6
6527,Win stay lose shift,Win stay lose shift,4,Beta = 0.99,12,12
6528,Win stay lose shift,Win stay lose shift,1,Beta = 0.9,3,3
6529,Win stay lose shift,Win stay lose shift,5,Beta = 0.95,15,15
6530,Win stay lose shift,Win stay lose shift,105,Beta = 0.99,315,315
6531,Win stay lose shift,Win stay lose shift,2,Beta = 0.9,6,6
6532,Win stay lose shift,Win stay lose shift,24,Beta = 0.95,72,72
6533,Win stay lose shift,Win stay lose shift,14,Beta = 0.99,42,42
6534,Win stay lose shift,Win stay lose shift,2,Beta = 0.9,6,6
6535,Win stay lose shift,Win stay lose shift,25,Beta = 0.95,75,75
6536,Win stay lose shift,Win stay lose shift,200,Beta = 0.99,600,600
6537,Win stay lose shift,Win stay lose shift,2,Beta = 0.9,6,6
6538,Win stay lose shift,Win stay lose shift,4,Beta = 0.95,12,12
6539,Win stay lose shift,Win stay lose shift,185,Beta = 0.99,555,555
6540,Win stay lose shift,Win stay lose shift,1,Beta = 0.9,3,3
6541,Win stay lose shift,Win stay lose shift,29,Beta = 0.95,87,87
6542,Win stay lose shift,Win stay lose shift,37,Beta = 0.99,111,111
6543,Win stay lose shift,Win stay lose shift,3,Beta = 0.9,9,9
6544,Win stay lose shift,Win stay lose shift,13,Beta = 0.95,39,39
6545,Win stay lose shift,Win stay lose shift,11,Beta = 0.99,33,33
6546,Win stay lose shift,Win stay lose shift,3,Beta = 0.9,9,9
6547,Win stay lose shift,Win stay lose shift,21,Beta = 0.95,63,63
6548,Win stay lose shift,Win stay lose shift,6,Beta = 0.99,18,18
6549,Win stay lose shift,Win stay lose shift,2,Beta = 0.9,6,6
6550,Win stay lose shift,Win stay lose shift,9,Beta = 0.95,27,27
6551,Win stay lose shift,Win stay lose shift,30,Beta = 0.99,90,90
6552,Win stay lose shift,Win stay lose shift,1,Beta = 0.9,3,3
6553,Win stay lose shift,Win stay lose shift,20,Beta = 0.95,60,60
6554,Win stay lose shift,Win stay lose shift,54,Beta = 0.99,162,162
6555,Win stay lose shift,Win stay lose shift,2,Beta = 0.9,6,6
6556,Win stay lose shift,Win stay lose shift,46,Beta = 0.95,138,138
6557,Win stay lose shift,Win stay lose shift,17,Beta = 0.99,51,51
6558,Win stay lose shift,Win stay lose shift,1,Beta = 0.9,3,3
6559,Win stay lose shift,Win stay lose shift,26,Beta = 0.95,78,78
6560,Win stay lose shift,Win stay lose shift,146,Beta = 0.99,438,438
6561,Win stay lose shift,Win stay lose shift,3,Beta = 0.9,9,9
6562,Win stay lose shift,Win stay lose shift,22,Beta = 0.95,66,66
6563,Win stay lose shift,Win stay lose shift,30,Beta = 0.99,90,90
6564,Win stay lose shift,Win stay lose shift,1,Beta = 0.9,3,3
6565,Win stay lose shift,Win stay lose shift,37,Beta = 0.95,111,111
6566,Win stay lose shift,Win stay lose shift,56,Beta = 0.99,168,168
6567,Win stay lose shift,Win stay lose shift,2,Beta = 0.9,6,6
6568,Win stay lose shift,Win stay lose shift,23,Beta = 0.95,69,69
6569,Win stay lose shift,Win stay lose shift,287,Beta = 0.99,861,861
6570,Win stay lose shift,Win stay lose shift,1,Beta = 0.9,3,3
6571,Win stay lose shift,Win stay lose shift,34,Beta = 0.95,102,102
6572,Win stay lose shift,Win stay lose shift,23,Beta = 0.99,69,69
6573,Win stay lose shift,Win stay lose shift,2,Beta = 0.9,6,6
6574,Win stay lose shift,Win stay lose shift,28,Beta = 0.95,84,84
6575,Win stay lose shift,Win stay lose shift,43,Beta = 0.99,129,129
6576,Win stay lose shift,Win stay lose shift,5,Beta = 0.9,15,15
6577,Win stay lose shift,Win stay lose shift,12,Beta = 0.95,36,36
6578,Win stay lose shift,Win stay lose shift,183,Beta = 0.99,549,549
6579,Win stay lose shift,Win stay lose shift,6,Beta = 0.9,18,18
6580,Win stay lose shift,Win stay lose shift,21,Beta = 0.95,63,63
6581,Win stay lose shift,Win stay lose shift,239,Beta = 0.99,717,717
6582,Win stay lose shift,Win stay lose shift,3,Beta = 0.9,9,9
6583,Win stay lose shift,Win stay lose shift,25,Beta = 0.95,75,75
6584,Win stay lose shift,Win stay lose shift,72,Beta = 0.99,216,216
6585,Win stay lose shift,Win stay lose shift,5,Beta = 0.9,15,15
6586,Win stay lose shift,Win stay lose shift,2,Beta = 0.95,6,6
6587,Win stay lose shift,Win stay lose shift,39,Beta = 0.99,117,117
6588,Win stay lose shift,Win stay lose shift,7,Beta = 0.9,21,21
6589,Win stay lose shift,Win stay lose shift,11,Beta = 0.95,33,33
6590,Win stay lose shift,Win stay lose shift,50,Beta = 0.99,150,150
6591,Win stay lose shift,Win stay lose shift,1,Beta = 0.9,3,3
6592,Win stay lose shift,Win stay lose shift,44,Beta = 0.95,132,132
6593,Win stay lose shift,Win stay lose shift,32,Beta = 0.99,96,96
6594,Win stay lose shift,Win stay lose shift,10,Beta = 0.9,30,30
6595,Win stay lose shift,Win stay lose shift,14,Beta = 0.95,42,42
6596,Win stay lose shift,Win stay lose shift,65,Beta = 0.99,195,195
6597,Win stay lose shift,Win stay lose shift,1,Beta = 0.9,3,3
6598,Win stay lose shift,Win stay lose shift,30,Beta = 0.95,90,90
6599,Win stay lose shift,Win stay lose shift,201,Beta = 0.99,603,603
6600,Win stay lose shift,Win stay lose shift,1,Beta = 0.9,3,3
6601,Win stay lose shift,Win stay lose shift,27,Beta = 0.95,81,81
6602,Win stay lose shift,Win stay lose shift,30,Beta = 0.99,90,90
6603,Win stay lose shift,Never forgive,5,5 rounds,15,15
6604,Win stay lose shift,Never forgive,100,100 rounds,300,300
6605,Win stay lose shift,Never forgive,200,200 rounds,600,600
6606,Win stay lose shift,Never forgive,2,Beta = 0.9,6,6
6607,Win stay lose shift,Never forgive,13,Beta = 0.95,39,39
6608,Win stay lose shift,Never forgive,115,Beta = 0.99,345,345
6609,Win stay lose shift,Never forgive,2,Beta = 0.9,6,6
6610,Win stay lose shift,Never forgive,21,Beta = 0.95,63,63
6611,Win stay lose shift,Never forgive,21,Beta = 0.99,63,63
6612,Win stay lose shift,Never forgive,2,Beta = 0.9,6,6
6613,Win stay lose shift,Never forgive,16,Beta = 0.95,48,48
6614,Win stay lose shift,Never forgive,78,Beta = 0.99,234,234
6615,Win stay lose shift,Never forgive,3,Beta = 0.9,9,9
6616,Win stay lose shift,Never forgive,25,Beta = 0.95,75,75
6617,Win stay lose shift,Never forgive,9,Beta = 0.99,27,27
6618,Win stay lose shift,Never forgive,1,Beta = 0.9,3,3
6619,Win stay lose shift,Never forgive,25,Beta = 0.95,75,75
6620,Win stay lose shift,Never forgive,53,Beta = 0.99,159,159
6621,Win stay lose shift,Never forgive,11,Beta = 0.9,33,33
6622,Win stay lose shift,Never forgive,36,Beta = 0.95,108,108
6623,Win stay lose shift,Never forgive,79,Beta = 0.99,237,237
6624,Win stay lose shift,Never forgive,3,Beta = 0.9,9,9
6625,Win stay lose shift,Never forgive,5,Beta = 0.95,15,15
6626,Win stay lose shift,Never forgive,116,Beta = 0.99,348,348
6627,Win stay lose shift,Never forgive,9,Beta = 0.9,27,27
6628,Win stay lose shift,Never forgive,17,Beta = 0.95,51,51
6629,Win stay lose shift,Never forgive,96,Beta = 0.99,288,288
6630,Win stay lose shift,Never forgive,2,Beta = 0.9,6,6
6631,Win stay lose shift,Never forgive,47,Beta = 0.95,141,141
6632,Win stay lose shift,Never forgive,51,Beta = 0.99,153,153
6633,Win stay lose shift,Never forgive,3,Beta = 0.9,9,9
6634,Win stay lose shift,Never forgive,5,Beta = 0.95,15,15
6635,Win stay lose shift,Never forgive,361,Beta = 0.99,1083,1083
6636,Win stay lose shift,Never forgive,5,Beta = 0.9,15,15
6637,Win stay lose shift,Never forgive,3,Beta = 0.95,9,9
6638,Win stay lose shift,Never forgive,103,Beta = 0.99,309,309
6639,Win stay lose shift,Never forgive,2,Beta = 0.9,6,6
6640,Win stay lose shift,Never forgive,18,Beta = 0.95,54,54
6641,Win stay lose shift,Never forgive,12,Beta = 0.99,36,36
6642,Win stay lose shift,Never forgive,1,Beta = 0.9,3,3
6643,Win stay lose shift,Never forgive,16,Beta = 0.95,48,48
6644,Win stay lose shift,Never forgive,205,Beta = 0.99,615,615
6645,Win stay lose shift,Never forgive,12,Beta = 0.9,36,36
6646,Win stay lose shift,Never forgive,4,Beta = 0.95,12,12
6647,Win stay lose shift,Never forgive,108,Beta = 0.99,324,324
6648,Win stay lose shift,Never forgive,4,Beta = 0.9,12,12
6649,Win stay lose shift,Never forgive,1,Beta = 0.95,3,3
6650,Win stay lose shift,Never forgive,200,Beta = 0.99,600,600
6651,Win stay lose shift,Never forgive,4,Beta = 0.9,12,12
6652,Win stay lose shift,Never forgive,18,Beta = 0.95,54,54
6653,Win stay lose shift,Never forgive,51,Beta = 0.99,153,153
6654,Win stay lose shift,Never forgive,3,Beta = 0.9,9,9
6655,Win stay lose shift,Never forgive,50,Beta = 0.95,150,150
6656,Win stay lose shift,Never forgive,466,Beta = 0.99,1398,1398
6657,Win stay lose shift,Never forgive,4,Beta = 0.9,12,12
6658,Win stay lose shift,Never forgive,32,Beta = 0.95,96,96
6659,Win stay lose shift,Never forgive,33,Beta = 0.99,99,99
